Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0023912									NEPH_001897-T1												
OG0023913									NEPH_001899-T1												
OG0023914									NEPH_001901-T1												
OG0023915									NEPH_001903-T1												
OG0023916									NEPH_001906-T1												
OG0023917									NEPH_001908-T1												
OG0023918									NEPH_001909-T1												
OG0023919									NEPH_001910-T1												
OG0023920									NEPH_001911-T1												
OG0023921									NEPH_001916-T1												
OG0023922									NEPH_001917-T1												
OG0023923									NEPH_001919-T1												
OG0023924									NEPH_001927-T1												
OG0023925									NEPH_001928-T1												
OG0023926									NEPH_001930-T1												
OG0023927									NEPH_001931-T1												
OG0023928									NEPH_001934-T1												
OG0023929									NEPH_001935-T1												
OG0023930									NEPH_001942-T1												
OG0023931									NEPH_001945-T1												
OG0023932									NEPH_001946-T1												
OG0023933									NEPH_001948-T1												
OG0023934									NEPH_001951-T1												
OG0023935									NEPH_001955-T1												
OG0023936									NEPH_001957-T1												
OG0023937									NEPH_001960-T1												
OG0023938									NEPH_001963-T1												
OG0023939									NEPH_001964-T1												
OG0023940									NEPH_001967-T1												
OG0023941									NEPH_001968-T1												
OG0023942									NEPH_001971-T1												
OG0023943									NEPH_001972-T1												
OG0023944									NEPH_001975-T1												
OG0023945									NEPH_001976-T1												
OG0023946									NEPH_001977-T1												
OG0023947									NEPH_001979-T1												
OG0023948									NEPH_001981-T1												
OG0023949									NEPH_001982-T1												
OG0023950									NEPH_001984-T1												
OG0023951									NEPH_001985-T1												
OG0023952									NEPH_001992-T1												
OG0023953									NEPH_001993-T1												
OG0023954									NEPH_001996-T1												
OG0023955									NEPH_001997-T1												
OG0023956									NEPH_002002-T1												
OG0023957									NEPH_002005-T1												
OG0023958									NEPH_002015-T1												
OG0023959									NEPH_002016-T1												
OG0023960									NEPH_002017-T1												
OG0023961									NEPH_002021-T1												
OG0023962									NEPH_002025-T1												
OG0023963									NEPH_002031-T1												
OG0023964									NEPH_002032-T1												
OG0023965									NEPH_002035-T1												
OG0023966									NEPH_002036-T1												
OG0023967									NEPH_002038-T1												
OG0023968									NEPH_002043-T1												
OG0023969									NEPH_002045-T1												
OG0023970									NEPH_002049-T1												
OG0023971									NEPH_002050-T1												
OG0023972									NEPH_002051-T1												
OG0023973									NEPH_002053-T1												
OG0023974									NEPH_002055-T1												
OG0023975									NEPH_002056-T1												
OG0023976									NEPH_002057-T1												
OG0023977									NEPH_002058-T1												
OG0023978									NEPH_002059-T1												
OG0023979									NEPH_002060-T1												
OG0023980									NEPH_002061-T1												
OG0023981									NEPH_002062-T1												
OG0023982									NEPH_002065-T1												
OG0023983									NEPH_002069-T1												
OG0023984									NEPH_002071-T1												
OG0023985									NEPH_002073-T1												
OG0023986									NEPH_002074-T1												
OG0023987									NEPH_002076-T1												
OG0023988									NEPH_002077-T1												
OG0023989									NEPH_002079-T1												
OG0023990									NEPH_002080-T1												
OG0023991									NEPH_002081-T1												
OG0023992									NEPH_002082-T1												
OG0023993									NEPH_002083-T1												
OG0023994									NEPH_002088-T1												
OG0023995									NEPH_002089-T1												
OG0023996									NEPH_002091-T1												
OG0023997									NEPH_002094-T1												
OG0023998									NEPH_002096-T1												
OG0023999									NEPH_002099-T1												
OG0024000									NEPH_002105-T1												
OG0024001									NEPH_002110-T1												
OG0024002									NEPH_002111-T1												
OG0024003									NEPH_002113-T1												
OG0024004									NEPH_002116-T1												
OG0024005									NEPH_002117-T1												
OG0024006									NEPH_002118-T1												
OG0024007									NEPH_002119-T1												
OG0024008									NEPH_002120-T1												
OG0024009									NEPH_002126-T1												
OG0024010									NEPH_002127-T1												
OG0024011									NEPH_002129-T1												
OG0024012									NEPH_002133-T1												
OG0024013									NEPH_002134-T1												
OG0024014									NEPH_002138-T1												
OG0024015									NEPH_002140-T1												
OG0024016									NEPH_002143-T1												
OG0024017									NEPH_002144-T1												
OG0024018									NEPH_002147-T1												
OG0024019									NEPH_002148-T1												
OG0024020									NEPH_002150-T1												
OG0024021									NEPH_002151-T1												
OG0024022									NEPH_002152-T1												
OG0024023									NEPH_002153-T1												
OG0024024									NEPH_002155-T1												
OG0024025									NEPH_002156-T1												
OG0024026									NEPH_002157-T1												
OG0024027									NEPH_002158-T1												
OG0024028									NEPH_002159-T1												
OG0024029									NEPH_002160-T1												
OG0024030									NEPH_002161-T1												
OG0024031									NEPH_002162-T1												
OG0024032									NEPH_002166-T1												
OG0024033									NEPH_002167-T1												
OG0024034									NEPH_002171-T1												
OG0024035									NEPH_002172-T1												
OG0024036									NEPH_002175-T1												
OG0024037									NEPH_002176-T1												
OG0024038									NEPH_002178-T1												
OG0024039									NEPH_002179-T1												
OG0024040									NEPH_002184-T1												
OG0024041									NEPH_002185-T1												
OG0024042									NEPH_002186-T1												
OG0024043									NEPH_002189-T1												
OG0024044									NEPH_002192-T1												
OG0024045									NEPH_002193-T1												
OG0024046									NEPH_002194-T1												
OG0024047									NEPH_002198-T1												
OG0024048									NEPH_002199-T1												
OG0024049									NEPH_002200-T1												
OG0024050									NEPH_002203-T1												
OG0024051									NEPH_002206-T1												
OG0024052									NEPH_002207-T1												
OG0024053									NEPH_002209-T1												
OG0024054									NEPH_002210-T1												
OG0024055									NEPH_002212-T1												
OG0024056									NEPH_002215-T1												
OG0024057									NEPH_002216-T1												
OG0024058									NEPH_002217-T1												
OG0024059									NEPH_002219-T1												
OG0024060									NEPH_002220-T1												
OG0024061									NEPH_002221-T1												
OG0024062									NEPH_002222-T1												
OG0024063									NEPH_002224-T1												
OG0024064									NEPH_002228-T1												
OG0024065									NEPH_002230-T1												
OG0024066									NEPH_002239-T1												
OG0024067									NEPH_002241-T1												
OG0024068									NEPH_002242-T1												
OG0024069									NEPH_002243-T1												
OG0024070									NEPH_002244-T1												
OG0024071									NEPH_002246-T1												
OG0024072									NEPH_002249-T1												
OG0024073									NEPH_002250-T1												
OG0024074									NEPH_002251-T1												
OG0024075									NEPH_002254-T1												
OG0024076									NEPH_002258-T1												
OG0024077									NEPH_002264-T1												
OG0024078									NEPH_002265-T1												
OG0024079									NEPH_002269-T1												
OG0024080									NEPH_002270-T1												
OG0024081									NEPH_002273-T1												
OG0024082									NEPH_002281-T1												
OG0024083									NEPH_002282-T1												
OG0024084									NEPH_002283-T1												
OG0024085									NEPH_002286-T1												
OG0024086									NEPH_002287-T1												
OG0024087									NEPH_002288-T1												
OG0024088									NEPH_002290-T1												
OG0024089									NEPH_002292-T1												
OG0024090									NEPH_002294-T1												
OG0024091									NEPH_002295-T1												
OG0024092									NEPH_002296-T1												
OG0024093									NEPH_002297-T1												
OG0024094									NEPH_002298-T1												
OG0024095									NEPH_002301-T1												
OG0024096									NEPH_002302-T1												
OG0024097									NEPH_002306-T1												
OG0024098									NEPH_002307-T1												
OG0024099									NEPH_002310-T1												
OG0024100									NEPH_002312-T1												
OG0024101									NEPH_002314-T1												
OG0024102									NEPH_002315-T1												
OG0024103									NEPH_002316-T1												
OG0024104									NEPH_002317-T1												
OG0024105									NEPH_002318-T1												
OG0024106									NEPH_002319-T1												
OG0024107									NEPH_002320-T1												
OG0024108									NEPH_002321-T1												
OG0024109									NEPH_002323-T1												
OG0024110									NEPH_002325-T1												
OG0024111									NEPH_002327-T1												
OG0024112									NEPH_002330-T1												
OG0024113									NEPH_002331-T1												
OG0024114									NEPH_002333-T1												
OG0024115									NEPH_002334-T1												
OG0024116									NEPH_002335-T1												
OG0024117									NEPH_002339-T1												
OG0024118									NEPH_002340-T1												
OG0024119									NEPH_002341-T1												
OG0024120									NEPH_002342-T1												
OG0024121									NEPH_002343-T1												
OG0024122									NEPH_002344-T1												
OG0024123									NEPH_002346-T1												
OG0024124									NEPH_002349-T1												
OG0024125									NEPH_002351-T1												
OG0024126									NEPH_002353-T1												
OG0024127									NEPH_002354-T1												
OG0024128									NEPH_002357-T1												
OG0024129									NEPH_002358-T1												
OG0024130									NEPH_002359-T1												
OG0024131									NEPH_002360-T1												
OG0024132									NEPH_002361-T1												
OG0024133									NEPH_002362-T1												
OG0024134									NEPH_002364-T1												
OG0024135									NEPH_002368-T1												
OG0024136									NEPH_002371-T1												
OG0024137									NEPH_002373-T1												
OG0024138									NEPH_002375-T1												
OG0024139									NEPH_002384-T1												
OG0024140									NEPH_002388-T1												
OG0024141									NEPH_002393-T1												
OG0024142									NEPH_002394-T1												
OG0024143									NEPH_002395-T1												
OG0024144									NEPH_002396-T1												
OG0024145									NEPH_002397-T1												
OG0024146									NEPH_002400-T1												
OG0024147									NEPH_002405-T1												
OG0024148									NEPH_002407-T1												
